GEO,SHELTER_ID,SHELTER_NAME,ADDRESS_1,CITY,COUNTY_PARISH,FIPS_CODE,STATE,ZIP,MAIL_ADDR_SAME_AS_PHYS_ADDR,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_COUNTY_PARISH,MAILING_STATE,MAILING_ZIP,FACILITY_USAGE_CODE,EVACUATION_CAPACITY,POST_IMPACT_CAPACITY,ADA_COMPLIANT,WHEELCHAIR_ACCESSIBLE,PET_ACCOMMODATIONS_CODE,PET_ACCOMMODATIONS_DESC,GENERATOR_ONSITE,SELF_SUFFICIENT_ELECTRICITY,LATITUDE,LONGITUDE,IN_100_YR_FLOODPLAIN,IN_500_YR_FLOODPLAIN,IN_SURGE_SLOSH_AREA,PRE_LANDFALL_SHELTER,SHELTER_CODE,ORG_ORGANIZATION_ID,ORG_ORGANIZATION_NAME,ORG_MAIN_PHONE,ORG_FAX,ORG_EMAIL,ORG_HOTLINE_PHONE,ORG_OTHER_PHONE,ORG_ADDRESS,ORG_CITY,ORG_STATE,ORG_ZIP,ORG_POC_NAME,ORG_POC_PHONE,ORG_POC_AFTER_HOURS_PHONE,ORG_POC_EMAIL,ORG_HOURS_OF_OPERATION,POPULATION_CODE,INCIDENT_ID,SHELTER_STATUS_CODE,SHELTER_OPEN_DATE,SHELTER_CLOSED_DATE,REPORTING_PERIOD,GENERAL_POPULATION,MEDICAL_NEEDS_POPULATION,OTHER_POPULATION,OTHER_POPULATION_DESCRIPTION,TOTAL_POPULATION,PET_POPULATION,INCIDENT_NUMBER,INCIDENT_NAME,INCIDENT_CODE,OBJECTID,SCORE,STATUS,MATCH_TYPE,LOC_NAME,GEOX,GEOY,FACILITY_TYPE,SUBFACILITY_CODE,DATA_SOURCE_ID
"{
  ""coordinates"": [
    -9.238664806699995e+01,
    3.022054121300005e+01
  ],
  ""type"": ""Point""
}",115567,NORTH CROWLEY ELEMENTARY SCHOOL,820 WEST 15TH STREET,CROWLEY,ACADIA, ,LA,70526,NO, , , , , , ,POST,0,164, , , , , , ,30.22054121,-92.38664807, , , , ,GENERAL,121122,ACADIANA AREA CHAPTER, , , , , ,101 N. Pat Road,Scott,LA,70583, , , , ,8.00 am-4.00 pm M-T,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,657351,100,M,A,Street,-92.38664807,30.22054121,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.754049842799998e+01,
    3.319593915500008e+01
  ],
  ""type"": ""Point""
}",73402,FOREST LAKE UNITED METHODIST CHURCH,1711 4TH AVE,TUSCALOOSA,TUSCALOOSA, ,AL,35407,NO,1711 4TH AVE, ,TUSCALOOSA, ,AL,35407,EVAC,200,100, ,YES, , , , ,33.19593916,-87.54049843, , , , ,GENERAL,121938,WEST ALABAMA CHAPTER, , , , , ,1100 VETERANS MEMORIAL PARKWAY,TUSCALOOSA,AL,35404, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,657354,81,M,A,Street,-87.54049843,33.19593916,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.766410124699996e+01,
    3.483424308900004e+01
  ],
  ""type"": ""Point""
}",73396,FLORENCE HIGH SCHOOL,1201 BRADSHAW DR,FLORENCE,LAUDERDALE, ,AL,35630,NO, , , , , , ,EVAC,220,0, , , , , , ,34.83424309,-87.66410125, , , , ,GENERAL,121182,ARC OF NORTHWEST ALABAMA, , , , , ,318 SOUTH COURT ST,FLORENCE,AL,35631, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,657356,100,M,A,Street,-87.66410125,34.83424309,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.662513249399996e+01,
    3.285937687900002e+01
  ],
  ""type"": ""Point""
}",73404,FRIENDSHIP BAPTIST CHURCH,204 FRIENDSHIP ROAD,CLANTON,CHILTON, ,AL,35045,NO, , , , , , ,EVAC,150,0, , , , , , ,32.85937688,-86.62513249, , , , ,GENERAL,121169,ARC OF CENTRAL ALABAMA, , , , , ,5015 WOODS CROSSING,MONTGOMERY,AL,36106, , , , ,8,GENERAL,0,CLOSED,2020-08-31 08:00:00.000,, ,0,0,0, ,0,0, , , ,657357,100,M,A,Street,-86.62513249,32.85937688,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.698265796699997e+01,
    3.459893548000008e+01
  ],
  ""type"": ""Point""
}",73406,Ft Decatur Rec Center,610 4th Ave SE,DECATUR,MORGAN, ,AL,35601,NO,610 4TH AVE SE, ,DECATUR, ,AL,35601,EVAC,330,165, , , , , , ,34.59893548,-86.98265797, , , , ,GENERAL,121629,MORGAN-LAWRENCE COUNTY CHAPTER, , , , , ,431 HOLLY ST NE,DECATUR,AL,35601, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,657358,100,M,A,Street,-86.98265797,34.59893548,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.699489773899995e+01,
    3.458924978100004e+01
  ],
  ""type"": ""Point""
}",73082,Aquadome Recreation Center,1202 5TH AVE SW,DECATUR,MORGAN, ,AL,35601,NO,1202 5TH AVE SW, ,DECATUR, ,AL,35601,EVAC,187,374, , , , , , ,34.58924978,-86.99489774, , , , ,GENERAL,121629,MORGAN-LAWRENCE COUNTY CHAPTER, , , , , ,431 HOLLY ST NE,DECATUR,AL,35601, , , , ,5-Aug,GENERAL,0,CLOSED,2018-04-04 00:00:00.000,, ,0,0,0, ,0,0, , , ,657364,100,M,A,Street,-86.99489774,34.58924978,SHELTER,OTHER,0
"{
  ""coordinates"": [
    -9.016755297399999e+01,
    3.001362520200007e+01
  ],
  ""type"": ""Point""
}",116113,Grace King High School,4301 Grace King Place,METAIRIE,JEFFERSON, ,LA,70002,YES, , , , , , ,BOTH,772,386, , , , ,NO, ,30.0136252,-90.16755297, , , , ,GENERAL,121813,SOUTHEAST LOUISIANA CHAPTER, , , , , ,2640 Canal Street,New Orleans,LA,70119, , , , ,8:30am - 4:30pm M-F,GENERAL,,CLOSED,,,,,,,,,,,,,657378,100,M,A,Street,-90.16755297,30.0136252,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.022052304099998e+01,
    2.997776023800003e+01
  ],
  ""type"": ""Point""
}",116114,Williams Playlot,7744 Mistletoe St,METAIRIE,JEFFERSON, ,LA,70003,YES, , , , , , ,BOTH,285,142, , , , ,NO, ,29.97776024,-90.22052304, , , , ,GENERAL,121813,SOUTHEAST LOUISIANA CHAPTER, , , , , ,2640 Canal Street,New Orleans,LA,70119, , , , ,8:30am - 4:30pm M-F,GENERAL,,CLOSED,,,,,,,,,,,,,657379,100,M,A,Street,-90.22052304,29.97776024,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.999970351099995e+01,
    2.991819814100006e+01
  ],
  ""type"": ""Point""
}",116216,Alice M. Harte Charter School,5300 Berkley Dr.,NEW ORLEANS,ORLEANS, ,LA,70131,YES, , , , , , ,BOTH,363,181, , , , ,NO, ,29.91819814,-89.99970351, , , , ,GENERAL,121813,SOUTHEAST LOUISIANA CHAPTER, , , , , ,2640 Canal Street,New Orleans,LA,70119, , , , ,8:30am - 4:30pm M-F,GENERAL,,CLOSED,,,,,,,,,,,,,657382,100,M,A,Street,-89.99970351,29.91819814,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.000456884299996e+01,
    2.992083315500003e+01
  ],
  ""type"": ""Point""
}",116217,Edna Karr High School,3332 Huntlee Drive,NEW ORLEANS,ORLEANS, ,LA,70131,YES, , , , , , ,BOTH,763,381, , , , ,NO, ,29.92083316,-90.00456884, , , , ,GENERAL,121813,SOUTHEAST LOUISIANA CHAPTER, , , , , ,2640 Canal Street,New Orleans,LA,70119, , , , ,8:30am - 4:30pm M-F,GENERAL,,CLOSED,,,,,,,,,,,,,657383,100,M,A,Street,-90.00456884,29.92083316,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.720185871799998e+01,
    3.047944703300004e+01
  ],
  ""type"": ""Point""
}",135010,PENSACOLA JUNIOR COLLEGE,1000 COLLEGE BLVD,PENSACOLA,ESCAMBIA, ,FL,32504,NO, , , , , , ,EVAC,350,0, , , , , , ,30.47944703,-87.20185872, , , , ,OTHER,121686,NORTHWEST FLORIDA, , , , , ,1741 N PALAFOX,PENSACOLA,FL,32501, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,657423,100,M,A,Street,-87.20185872,30.47944703,SHELTER,OTHER,0
"{
  ""coordinates"": [
    -8.717216310499998e+01,
    3.164402409500008e+01
  ],
  ""type"": ""Point""
}",73081,Antioch Baptist Church #1,2168 County Hwy 42,PETERMAN,MONROE, ,AL,36471,YES,2168 County Hwy 42, ,PETERMAN, ,AL,36471,BOTH,52,26, , , , ,NO,NO,31.6440241,-87.17216311,NO, ,NO, ,GENERAL,121128,Alabama Gulf Coast, , , , , ,853 Dauphin,Mobile,AL,36602, , , , ,8 - 4:30,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,657475,100,T,A,Street,-87.17216311,31.6440241,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.051142673799995e+01,
    3.093795737700003e+01
  ],
  ""type"": ""Point""
}",116300,Kentwood Community Center,304 Avenue F,KENTWOOD,TANGIPAHOA, ,LA,70444,NO, , , , , , ,EVAC,91,46, , , , , , ,30.93795738,-90.51142674, , , , ,GENERAL,121813,SOUTHEAST LOUISIANA CHAPTER, , , , , ,2640 Canal Street,New Orleans,LA,70119, , , , ,8:30am - 4:30pm M-F,GENERAL,0,CLOSED,2020-01-08 10:00:00.000,, ,0,0,0, ,0,0, , , ,657504,100,M,A,Street,-90.51142674,30.93795738,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -8.638049891499998e+01,
    3.246777609400004e+01
  ],
  ""type"": ""Point""
}",73390,First United Methodist Church Of Millbrook,3350 EDGEWOOD ROAD,MILLBROOK,ELMORE, ,AL,36054,NO, , , , , , ,EVAC,100,0, , , , , , ,32.46777609,-86.38049892, , , , ,OTHER,121169,ARC OF CENTRAL ALABAMA, , , , , ,5015 WOODS CROSSING,MONTGOMERY,AL,36106, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,657532,100,M,A,Street,-86.38049892,32.46777609,SHELTER,OTHER,0
"{
  ""coordinates"": [
    -9.000750962599994e+01,
    2.922552232700008e+01
  ],
  ""type"": ""Point""
}",116235,Grand Isle Community Center,3811 Highway 1,GRAND ISLE,JEFFERSON, ,LA,70358,NO, , , , , , ,BOTH,200,200, , , , , , ,29.22552233,-90.00750963, , , , ,GENERAL,121813,SOUTHEAST LOUISIANA CHAPTER, , , , , ,2640 Canal Street,New Orleans,LA,70119, , , , ,8:30am - 4:30pm M-F,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,657549,100,M,A,Street,-90.00750963,29.22552233,SHELTER,GENPOPSHEL,0
"{
  ""coordinates"": [
    -9.465010671799996e+01,
    3.160816812600007e+01
  ],
  ""type"": ""Point""
}",70773,First Christain Church,702 N. Mound,NACOGDOCHES,NACOGDOCHES, ,TX,75961,NO, , , , , , ,BOTH,50,25, , , , , , ,31.60816813,-94.65010672, , , , ,GENERAL,119218,FEMA Operational Entity, , , , , ,500 C St Sw,Austin,TX,20472, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,657550,86,M,A,Street,-94.65010672,31.60816813,SHELTER,GENPOPSHEL,0
